id,label,taxa_string,relative_abundance,prevalence,level
0a517c1b-b795-5fd8-af24-92b730e42e38,g__Corynebacterium,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium,0.0001387521036549,1.0,L7
87230498-e6a0-5aa0-9a09-9355139ecd86,s__Corynebacterium matruchotii,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii,0.0197907604482668,1.0,L8
cfdfccef-62bf-5bb9-86f1-1ae0276367aa,o__Micrococcales,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,0.0002127367271647,1.0,L5
5714fb8e-b14b-5a86-b4f6-65cbc4dde07d,g__Rothia,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia,0.0008247996705866,1.0,L7
c6921bad-9e3a-5fab-b4ab-af28ad0d17c7,s__Rothia aeria,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia aeria,0.0048117680751119,1.0,L8
364a501f-92f9-5157-9281-8cbf1314dcce,s__Rothia mucilaginosa,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa,0.0182891603725016,1.0,L8
bbd3a403-451b-5f67-a5b4-a788cd770123,t__Rothia mucilaginosa DY-18,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa;t__Rothia mucilaginosa DY-18,0.0088302055258101,1.0,L9
d046d8cd-dc30-5e9e-99f4-7e511ad54145,s__Rothia dentocariosa,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa,0.0297997341254973,1.0,L8
e9418d45-5564-5498-ad95-2e23aaf70f1d,t__Rothia dentocariosa ATCC 17931,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa;t__Rothia dentocariosa ATCC 17931,0.0181220928123008,1.0,L9
b03e673e-fae9-55e3-a4f1-2c4ca1ddae87,f__Actinomycetaceae,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae,0.0002276471273718,1.0,L6
ecd839fc-fa53-51e3-891c-7afc96b78d11,s__Pauljensenia hongkongensis,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia hongkongensis,0.0019639818478799,1.0,L8
065c03ea-a24f-5727-85c8-ea02a81f964f,g__Schaalia,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia,0.0001722854116662,0.9821428571428572,L7
be5fad9c-80c0-5220-be2f-59547bef0c95,s__Schaalia meyeri,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia meyeri,0.0006982504108481,1.0,L8
dc60e69b-2671-5896-be76-a8da52b1a72d,t__Schaalia cardiffensis F0333,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia cardiffensis;t__Schaalia cardiffensis F0333,0.0002020795688566,1.0,L9
2a3226cd-8a87-5d1e-925a-ea20160b2c62,s__Schaalia odontolytica,d__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia odontolytica,0.011457245342345,1.0,L8
